iso;country;language;level;type;name;region1;region2;region3;region4;iso2;fips;nuts;hasc;stat
NG;Nigeria;EN;0;Country;Nigeria;-;-;-;-;;;;;
NG;Nigeria;EN;1;Federal Capital Territory;Abuja (FCT);Abuja (FCT);-;-;-;NG-FC;NI11;;NG.FC;FC
NG;Nigeria;EN;1;States;Abia;Abia;-;-;-;NG-AB;NI45;;NG.AB;AB
NG;Nigeria;EN;1;States;Adamawa;Adamawa;-;-;-;NG-AD;NI35;;NG.AD;AD
NG;Nigeria;EN;1;States;Akwa Ibom;Akwa Ibom;-;-;-;NG-AK;NI21;;NG.AK;AK
NG;Nigeria;EN;1;States;Anambra;Anambra;-;-;-;NG-AN;NI25;;NG.AN;AN
NG;Nigeria;EN;1;States;Bauchi;Bauchi;-;-;-;NG-BA;NI46;;NG.BA;BA
NG;Nigeria;EN;1;States;Bayelsa;Bayelsa;-;-;-;NG-BY;NI52;;NG.BY;BY
NG;Nigeria;EN;1;States;Benue;Benue;-;-;-;NG-BE;NI26;;NG.BE;BN
NG;Nigeria;EN;1;States;Borno;Borno;-;-;-;NG-BO;NI27;;NG.BO;BR
NG;Nigeria;EN;1;States;Cross River;Cross River;-;-;-;NG-CR;NI22;;NG.CR;CR
NG;Nigeria;EN;1;States;Delta;Delta;-;-;-;NG-DE;NI36;;NG.DE;DL
NG;Nigeria;EN;1;States;Ebonyi;Ebonyi;-;-;-;NG-EB;NI53;;NG.EB;EB
NG;Nigeria;EN;1;States;Edo;Edo;-;-;-;NG-ED;NI37;;NG.ED;ED
NG;Nigeria;EN;1;States;Ekiti;Ekiti;-;-;-;NG-EK;NI54;;NG.EK;EK
NG;Nigeria;EN;1;States;Enugu;Enugu;-;-;-;NG-EN;NI47;;NG.EN;EN
NG;Nigeria;EN;1;States;Gombe;Gombe;-;-;-;NG-GO;NI55;;NG.GO;GM
NG;Nigeria;EN;1;States;Imo;Imo;-;-;-;NG-IM;NI28;;NG.IM;IM
NG;Nigeria;EN;1;States;Jigawa;Jigawa;-;-;-;NG-JI;NI39;;NG.JI;JG
NG;Nigeria;EN;1;States;Kaduna;Kaduna;-;-;-;NG-KD;NI23;;NG.KD;KD
NG;Nigeria;EN;1;States;Kano;Kano;-;-;-;NG-KN;NI29;;NG.KN;KN
NG;Nigeria;EN;1;States;Katsina;Katsina;-;-;-;NG-KT;NI24;;NG.KT;KT
NG;Nigeria;EN;1;States;Kebbi;Kebbi;-;-;-;NG-KE;NI40;;NG.KE;KB
NG;Nigeria;EN;1;States;Kogi;Kogi;-;-;-;NG-KO;NI41;;NG.KO;KG
NG;Nigeria;EN;1;States;Kwara;Kwara;-;-;-;NG-KW;NI30;;NG.KW;KW
NG;Nigeria;EN;1;States;Lagos;Lagos;-;-;-;NG-LA;NI05;;NG.LA;LG
NG;Nigeria;EN;1;States;Nasarawa;Nasarawa;-;-;-;NG-NA;NI56;;NG.NA;NS
NG;Nigeria;EN;1;States;Niger;Niger;-;-;-;NG-NI;NI31;;NG.NI;NG
NG;Nigeria;EN;1;States;Ogun;Ogun;-;-;-;NG-OG;NI16;;NG.OG;OG
NG;Nigeria;EN;1;States;Ondo;Ondo;-;-;-;NG-ON;NI48;;NG.ON;ON
NG;Nigeria;EN;1;States;Osun;Osun;-;-;-;NG-OS;NI42;;NG.OS;OS
NG;Nigeria;EN;1;States;Oyo;Oyo;-;-;-;NG-OY;NI32;;NG.OY;OY
NG;Nigeria;EN;1;States;Plateau;Plateau;-;-;-;NG-PL;NI49;;NG.PL;PL
NG;Nigeria;EN;1;States;Rivers;Rivers;-;-;-;NG-RI;NI50;;NG.RI;RV
NG;Nigeria;EN;1;States;Sokoto;Sokoto;-;-;-;NG-SO;NI51;;NG.SO;SK
NG;Nigeria;EN;1;States;Taraba;Taraba;-;-;-;NG-TA;NI43;;NG.TA;TR
NG;Nigeria;EN;1;States;Yobe;Yobe;-;-;-;NG-YO;NI44;;NG.YO;YB
NG;Nigeria;EN;1;States;Zamfara;Zamfara;-;-;-;NG-ZA;NI57;;NG.ZA;ZM
NG;Nigeria;EN;2;Local Government Areas;Abadam;Borno;Abadam;-;-;NG-BO;NI27;;NG.BO.AB;101
NG;Nigeria;EN;2;Local Government Areas;Abak;Akwa Ibom;Abak;-;-;NG-AK;NI21;;NG.AK.AB;03001
NG;Nigeria;EN;2;Local Government Areas;Abakaliki;Ebonyi;Abakaliki;-;-;NG-EB;NI53;;NG.EB.AB;11001
NG;Nigeria;EN;2;Local Government Areas;Aba North;Abia;Aba North;-;-;NG-AB;NI45;;NG.AB.AN;01001
NG;Nigeria;EN;2;Local Government Areas;Aba South;Abia;Aba South;-;-;NG-AB;NI45;;NG.AB.AS;01002
NG;Nigeria;EN;2;Local Government Areas;Abeokuta North;Ogun;Abeokuta North;-;-;NG-OG;NI16;;NG.OG.AN;28001
NG;Nigeria;EN;2;Local Government Areas;Abeokuta South;Ogun;Abeokuta South;-;-;NG-OG;NI16;;NG.OG.AS;28002
NG;Nigeria;EN;2;Local Government Areas;Abi;Cross River;Abi;-;-;NG-CR;NI22;;NG.CR.AB;09001
NG;Nigeria;EN;2;Local Government Areas;Aboh Mbaise;Imo;Aboh Mbaise;-;-;NG-IM;NI28;;NG.IM.AB;17001
NG;Nigeria;EN;2;Local Government Areas;Abua-Odual;Rivers;Abua-Odual;-;-;NG-RI;NI50;;NG.RI.AO;33001
NG;Nigeria;EN;2;Local Government Areas;Abuja;Abuja (FCT);Abuja;-;-;NG-FC;NI11;;NG.FC.AB;15001
NG;Nigeria;EN;2;Local Government Areas;Abuja Municipal;Abuja (FCT);Abuja Municipal;-;-;NG-FC;NI11;;NG.FC.AC;15006
NG;Nigeria;EN;2;Local Government Areas;Adavi;Kogi;Adavi;-;-;NG-KO;NI41;;NG.KO.AD;23001
NG;Nigeria;EN;2;Local Government Areas;Ado;Benue;Ado;-;-;NG-BE;NI26;;NG.BE.AO;07001
NG;Nigeria;EN;2;Local Government Areas;Ado Ekiti;Ekiti;Ado Ekiti;-;-;NG-EK;NI54;;NG.EK.AE;13001
NG;Nigeria;EN;2;Local Government Areas;Ado-Odo/Ota;Ogun;Ado-Odo/Ota;-;-;NG-OG;NI16;;NG.OG.AO;28003
NG;Nigeria;EN;2;Local Government Areas;Afijio;Oyo;Afijio;-;-;NG-OY;NI32;;NG.OY.AF;31001
NG;Nigeria;EN;2;Local Government Areas;Afikpo North;Ebonyi;Afikpo North;-;-;NG-EB;NI53;;NG.EB.AN;11002
NG;Nigeria;EN;2;Local Government Areas;Afikpo South;Ebonyi;Afikpo South;-;-;NG-EB;NI53;;NG.EB.AS;11003
NG;Nigeria;EN;2;Local Government Areas;Agaie;Niger;Agaie;-;-;NG-NI;NI31;;NG.NI.AA;27001
NG;Nigeria;EN;2;Local Government Areas;Agatu;Benue;Agatu;-;-;NG-BE;NI26;;NG.BE.AG;07002
NG;Nigeria;EN;2;Local Government Areas;Agege;Lagos;Agege;-;-;NG-LA;NI05;;NG.LA.AG;25001
NG;Nigeria;EN;2;Local Government Areas;Aguata;Anambra;Aguata;-;-;NG-AN;NI25;;NG.AN.AG;04001
NG;Nigeria;EN;2;Local Government Areas;Agwara;Niger;Agwara;-;-;NG-NI;NI31;;NG.NI.AW;27002
NG;Nigeria;EN;2;Local Government Areas;Ahiazu Mbaise;Imo;Ahiazu Mbaise;-;-;NG-IM;NI28;;NG.IM.AZ;17002
NG;Nigeria;EN;2;Local Government Areas;Ahoada East;Rivers;Ahoada East;-;-;NG-RI;NI50;;NG.RI.AE;33002
NG;Nigeria;EN;2;Local Government Areas;Ahoada West;Rivers;Ahoada West;-;-;NG-RI;NI50;;NG.RI.AW;33003
NG;Nigeria;EN;2;Local Government Areas;Aiyedaade;Osun;Aiyedaade;-;-;NG-OS;NI42;;NG.OS.AD;30001
NG;Nigeria;EN;2;Local Government Areas;Aiyedire;Osun;Aiyedire;-;-;NG-OS;NI42;;NG.OS.AI;30002
NG;Nigeria;EN;2;Local Government Areas;Ajaokuta;Kogi;Ajaokuta;-;-;NG-KO;NI41;;NG.KO.AJ;23002
NG;Nigeria;EN;2;Local Government Areas;Ajeromi-Ifelodun;Lagos;Ajeromi-Ifelodun;-;-;NG-LA;NI05;;NG.LA.AI;25002
NG;Nigeria;EN;2;Local Government Areas;Ajingi;Kano;Ajingi;-;-;NG-KN;NI29;;NG.KN.AJ;20004
NG;Nigeria;EN;2;Local Government Areas;Akamkpa;Cross River;Akamkpa;-;-;NG-CR;NI22;;NG.CR.AM;09002
NG;Nigeria;EN;2;Local Government Areas;Akinyele;Oyo;Akinyele;-;-;NG-OY;NI32;;NG.OY.AK;31002
NG;Nigeria;EN;2;Local Government Areas;Akko;Gombe;Akko;-;-;NG-GO;NI55;;NG.GO.AK;16001
NG;Nigeria;EN;2;Local Government Areas;Akoko-Edo;Edo;Akoko-Edo;-;-;NG-ED;NI37;;NG.ED.AE;12001
NG;Nigeria;EN;2;Local Government Areas;Akoko North-East;Ondo;Akoko North-East;-;-;NG-ON;NI48;;NG.ON.AN;29001
NG;Nigeria;EN;2;Local Government Areas;Akoko North-West;Ondo;Akoko North-West;-;-;NG-ON;NI48;;NG.ON.AW;29002
NG;Nigeria;EN;2;Local Government Areas;Akoko South-East;Ondo;Akoko South-East;-;-;NG-ON;NI48;;NG.ON.AE;29003
NG;Nigeria;EN;2;Local Government Areas;Akoko South-West;Ondo;Akoko South-West;-;-;NG-ON;NI48;;NG.ON.AS;29004
NG;Nigeria;EN;2;Local Government Areas;Akpabuyo;Cross River;Akpabuyo;-;-;NG-CR;NI22;;NG.CR.AY;09003
NG;Nigeria;EN;2;Local Government Areas;Akuku-Toru;Rivers;Akuku-Toru;-;-;NG-RI;NI50;;NG.RI.AU;33004
NG;Nigeria;EN;2;Local Government Areas;Akure North;Ondo;Akure North;-;-;NG-ON;NI48;;NG.ON.AK;29005
NG;Nigeria;EN;2;Local Government Areas;Akure South;Ondo;Akure South;-;-;NG-ON;NI48;;NG.ON.AR;29006
NG;Nigeria;EN;2;Local Government Areas;Akwanga;Nasarawa;Akwanga;-;-;NG-NA;NI56;;NG.NA.AK;26001
NG;Nigeria;EN;2;Local Government Areas;Albasu;Kano;Albasu;-;-;NG-KN;NI29;;NG.KN.AL;20009
NG;Nigeria;EN;2;Local Government Areas;Aleiro;Kebbi;Aleiro;-;-;NG-KE;NI40;;NG.KE.AL;501
NG;Nigeria;EN;2;Local Government Areas;Alimosho;Lagos;Alimosho;-;-;NG-LA;NI05;;NG.LA.AL;25003
NG;Nigeria;EN;2;Local Government Areas;Alkaleri;Bauchi;Alkaleri;-;-;NG-BA;NI46;;NG.BA.AL;05001
NG;Nigeria;EN;2;Local Government Areas;Amuwo-Odofin;Lagos;Amuwo-Odofin;-;-;NG-LA;NI05;;NG.LA.AO;25004
NG;Nigeria;EN;2;Local Government Areas;Anambra East;Anambra;Anambra East;-;-;NG-AN;NI25;;NG.AN.AE;04002
NG;Nigeria;EN;2;Local Government Areas;Anambra West;Anambra;Anambra West;-;-;NG-AN;NI25;;NG.AN.AW;04003
NG;Nigeria;EN;2;Local Government Areas;Anaocha;Anambra;Anaocha;-;-;NG-AN;NI25;;NG.AN.AC;04004
NG;Nigeria;EN;2;Local Government Areas;Andoni;Rivers;Andoni;-;-;NG-RI;NI50;;NG.RI.AN;33005
NG;Nigeria;EN;2;Local Government Areas;Aninri;Enugu;Aninri;-;-;NG-EN;NI47;;NG.EN.AN;14001
NG;Nigeria;EN;2;Local Government Areas;Aniocha North;Delta;Aniocha North;-;-;NG-DE;NI36;;NG.DE.AN;10001
NG;Nigeria;EN;2;Local Government Areas;Aniocha South;Delta;Aniocha South;-;-;NG-DE;NI36;;NG.DE.AS;10002
NG;Nigeria;EN;2;Local Government Areas;Anka;Zamfara;Anka;-;-;NG-ZA;NI57;;NG.ZA.AN;801
NG;Nigeria;EN;2;Local Government Areas;Ankpa;Kogi;Ankpa;-;-;NG-KO;NI41;;NG.KO.AN;23003
NG;Nigeria;EN;2;Local Government Areas;Apa;Benue;Apa;-;-;NG-BE;NI26;;NG.BE.AA;07003
NG;Nigeria;EN;2;Local Government Areas;Apapa;Lagos;Apapa;-;-;NG-LA;NI05;;NG.LA.AP;25005
NG;Nigeria;EN;2;Local Government Areas;Ardo Kola;Taraba;Ardo Kola;-;-;NG-TA;NI43;;NG.TA.AK;35001
NG;Nigeria;EN;2;Local Government Areas;Arewa Dandi;Kebbi;Arewa Dandi;-;-;NG-KE;NI40;;NG.KE.AD;502
NG;Nigeria;EN;2;Local Government Areas;Argungu;Kebbi;Argungu;-;-;NG-KE;NI40;;NG.KE.AR;503
NG;Nigeria;EN;2;Local Government Areas;Arochukwu;Abia;Arochukwu;-;-;NG-AB;NI45;;NG.AB.AR;01003
NG;Nigeria;EN;2;Local Government Areas;Asa;Kwara;Asa;-;-;NG-KW;NI30;;NG.KW.AS;24001
NG;Nigeria;EN;2;Local Government Areas;Asari-Toru;Rivers;Asari-Toru;-;-;NG-RI;NI50;;NG.RI.AT;33006
NG;Nigeria;EN;2;Local Government Areas;Askira-Uba;Borno;Askira-Uba;-;-;NG-BO;NI27;;NG.BO.AU;102
NG;Nigeria;EN;2;Local Government Areas;Atakunmosa East;Osun;Atakunmosa East;-;-;NG-OS;NI42;;NG.OS.AE;30003
NG;Nigeria;EN;2;Local Government Areas;Atakunmosa West;Osun;Atakunmosa West;-;-;NG-OS;NI42;;NG.OS.AW;30004
NG;Nigeria;EN;2;Local Government Areas;Atiba;Oyo;Atiba;-;-;NG-OY;NI32;;NG.OY.AT;31003
NG;Nigeria;EN;2;Local Government Areas;Atisbo;Oyo;Atisbo;-;-;NG-OY;NI32;;NG.OY.AS;31004
NG;Nigeria;EN;2;Local Government Areas;Augie;Kebbi;Augie;-;-;NG-KE;NI40;;NG.KE.AU;504
NG;Nigeria;EN;2;Local Government Areas;Auyo;Jigawa;Auyo;-;-;NG-JI;NI39;;NG.JI.AU;18013
NG;Nigeria;EN;2;Local Government Areas;Awe;Nasarawa;Awe;-;-;NG-NA;NI56;;NG.NA.AW;26002
NG;Nigeria;EN;2;Local Government Areas;Awgu;Enugu;Awgu;-;-;NG-EN;NI47;;NG.EN.AW;14002
NG;Nigeria;EN;2;Local Government Areas;Awka North;Anambra;Awka North;-;-;NG-AN;NI25;;NG.AN.AN;04005
NG;Nigeria;EN;2;Local Government Areas;Awka South;Anambra;Awka South;-;-;NG-AN;NI25;;NG.AN.AS;04006
NG;Nigeria;EN;2;Local Government Areas;Ayamelum;Anambra;Ayamelum;-;-;NG-AN;NI25;;NG.AN.AY;04007
NG;Nigeria;EN;2;Local Government Areas;Babura;Jigawa;Babura;-;-;NG-JI;NI39;;NG.JI.BA;18004
NG;Nigeria;EN;2;Local Government Areas;Badagry;Lagos;Badagry;-;-;NG-LA;NI05;;NG.LA.BA;25006
NG;Nigeria;EN;2;Local Government Areas;Bade;Yobe;Bade;-;-;NG-YO;NI44;;NG.YO.BA;701
NG;Nigeria;EN;2;Local Government Areas;Bagudo;Kebbi;Bagudo;-;-;NG-KE;NI40;;NG.KE.BA;505
NG;Nigeria;EN;2;Local Government Areas;Bagwai;Kano;Bagwai;-;-;NG-KN;NI29;;NG.KN.BA;20038
NG;Nigeria;EN;2;Local Government Areas;Bakassi;Cross River;Bakassi;-;-;NG-CR;NI22;;NG.CR.BA;09004
NG;Nigeria;EN;2;Local Government Areas;Bakori;Katsina;Bakori;-;-;NG-KT;NI24;;NG.KT.BK;401
NG;Nigeria;EN;2;Local Government Areas;Bakura;Zamfara;Bakura;-;-;NG-ZA;NI57;;NG.ZA.BA;802
NG;Nigeria;EN;2;Local Government Areas;Balanga;Gombe;Balanga;-;-;NG-GO;NI55;;NG.GO.BA;16002
NG;Nigeria;EN;2;Local Government Areas;Bali;Taraba;Bali;-;-;NG-TA;NI43;;NG.TA.BA;35002
NG;Nigeria;EN;2;Local Government Areas;Bama;Borno;Bama;-;-;NG-BO;NI27;;NG.BO.BM;103
NG;Nigeria;EN;2;Local Government Areas;Barkin Ladi;Plateau;Barkin Ladi;-;-;NG-PL;NI49;;NG.PL.BL;32001
NG;Nigeria;EN;2;Local Government Areas;Baruten;Kwara;Baruten;-;-;NG-KW;NI30;;NG.KW.BA;24002
NG;Nigeria;EN;2;Local Government Areas;Bassa;Kogi;Bassa;-;-;NG-KO;NI41;;NG.KO.BA;23004
NG;Nigeria;EN;2;Local Government Areas;Bassa;Plateau;Bassa;-;-;NG-PL;NI49;;NG.PL.BA;32002
NG;Nigeria;EN;2;Local Government Areas;Batagarawa;Katsina;Batagarawa;-;-;NG-KT;NI24;;NG.KT.BG;402
NG;Nigeria;EN;2;Local Government Areas;Batsari;Katsina;Batsari;-;-;NG-KT;NI24;;NG.KT.BS;403
NG;Nigeria;EN;2;Local Government Areas;Bauchi;Bauchi;Bauchi;-;-;NG-BA;NI46;;NG.BA.BA;05002
NG;Nigeria;EN;2;Local Government Areas;Baure;Katsina;Baure;-;-;NG-KT;NI24;;NG.KT.BU;404
NG;Nigeria;EN;2;Local Government Areas;Bayo;Borno;Bayo;-;-;NG-BO;NI27;;NG.BO.BY;104
NG;Nigeria;EN;2;Local Government Areas;Bebeji;Kano;Bebeji;-;-;NG-KN;NI29;;NG.KN.BE;20025
NG;Nigeria;EN;2;Local Government Areas;Bekwarra;Cross River;Bekwarra;-;-;NG-CR;NI22;;NG.CR.BE;09005
NG;Nigeria;EN;2;Local Government Areas;Bende;Abia;Bende;-;-;NG-AB;NI45;;NG.AB.BE;01004
NG;Nigeria;EN;2;Local Government Areas;Biase;Cross River;Biase;-;-;NG-CR;NI22;;NG.CR.BI;09006
NG;Nigeria;EN;2;Local Government Areas;Bichi;Kano;Bichi;-;-;NG-KN;NI29;;NG.KN.BI;20031
NG;Nigeria;EN;2;Local Government Areas;Bida;Niger;Bida;-;-;NG-NI;NI31;;NG.NI.BI;27003
NG;Nigeria;EN;2;Local Government Areas;Billiri;Gombe;Billiri;-;-;NG-GO;NI55;;NG.GO.BI;16003
NG;Nigeria;EN;2;Local Government Areas;Bindawa;Katsina;Bindawa;-;-;NG-KT;NI24;;NG.KT.BI;405
NG;Nigeria;EN;2;Local Government Areas;Binji;Sokoto;Binji;-;-;NG-SO;NI51;;NG.SO.BI;601
NG;Nigeria;EN;2;Local Government Areas;Biriniwa;Jigawa;Biriniwa;-;-;NG-JI;NI39;;NG.JI.BI;18021
NG;Nigeria;EN;2;Local Government Areas;Birnin Gwari;Kaduna;Birnin Gwari;-;-;NG-KD;NI23;;NG.KD.BG;19001
NG;Nigeria;EN;2;Local Government Areas;Birnin Kebbi;Kebbi;Birnin Kebbi;-;-;NG-KE;NI40;;NG.KE.BK;506
NG;Nigeria;EN;2;Local Government Areas;Birnin Kudu;Jigawa;Birnin Kudu;-;-;NG-JI;NI39;;NG.JI.BK;18022
NG;Nigeria;EN;2;Local Government Areas;Birnin Magaji-Kiyaw;Zamfara;Birnin Magaji-Kiyaw;-;-;NG-ZA;NI57;;NG.ZA.BM;803
NG;Nigeria;EN;2;Local Government Areas;Biu;Borno;Biu;-;-;NG-BO;NI27;;NG.BO.BI;105
NG;Nigeria;EN;2;Local Government Areas;Bodinga;Sokoto;Bodinga;-;-;NG-SO;NI51;;NG.SO.BO;602
NG;Nigeria;EN;2;Local Government Areas;Bogoro;Bauchi;Bogoro;-;-;NG-BA;NI46;;NG.BA.BO;05003
NG;Nigeria;EN;2;Local Government Areas;Boki;Cross River;Boki;-;-;NG-CR;NI22;;NG.CR.BO;09007
NG;Nigeria;EN;2;Local Government Areas;Bokkos;Plateau;Bokkos;-;-;NG-PL;NI49;;NG.PL.BO;32003
NG;Nigeria;EN;2;Local Government Areas;Boluwaduro;Osun;Boluwaduro;-;-;NG-OS;NI42;;NG.OS.BL;30005
NG;Nigeria;EN;2;Local Government Areas;Bomadi;Delta;Bomadi;-;-;NG-DE;NI36;;NG.DE.BO;10003
NG;Nigeria;EN;2;Local Government Areas;Bonny;Rivers;Bonny;-;-;NG-RI;NI50;;NG.RI.BO;33007
NG;Nigeria;EN;2;Local Government Areas;Borgu;Niger;Borgu;-;-;NG-NI;NI31;;NG.NI.BR;27004
NG;Nigeria;EN;2;Local Government Areas;Boripe;Osun;Boripe;-;-;NG-OS;NI42;;NG.OS.BP;30006
NG;Nigeria;EN;2;Local Government Areas;Bosso;Niger;Bosso;-;-;NG-NI;NI31;;NG.NI.BS;27005
NG;Nigeria;EN;2;Local Government Areas;Brass;Bayelsa;Brass;-;-;NG-BY;NI52;;NG.BY.BR;06001
NG;Nigeria;EN;2;Local Government Areas;Buji;Jigawa;Buji;-;-;NG-JI;NI39;;NG.JI.BU;18018
NG;Nigeria;EN;2;Local Government Areas;Bukkuyum;Zamfara;Bukkuyum;-;-;NG-ZA;NI57;;NG.ZA.BY;804
NG;Nigeria;EN;2;Local Government Areas;Bungudu;Zamfara;Bungudu;-;-;NG-ZA;NI57;;NG.ZA.BD;805
NG;Nigeria;EN;2;Local Government Areas;Bunkure;Kano;Bunkure;-;-;NG-KN;NI29;;NG.KN.BU;20028
NG;Nigeria;EN;2;Local Government Areas;Bunza;Kebbi;Bunza;-;-;NG-KE;NI40;;NG.KE.BU;507
NG;Nigeria;EN;2;Local Government Areas;Bursari;Yobe;Bursari;-;-;NG-YO;NI44;;NG.YO.BO;702
NG;Nigeria;EN;2;Local Government Areas;Buruku;Benue;Buruku;-;-;NG-BE;NI26;;NG.BE.BU;07004
NG;Nigeria;EN;2;Local Government Areas;Burutu;Delta;Burutu;-;-;NG-DE;NI36;;NG.DE.BU;10004
NG;Nigeria;EN;2;Local Government Areas;Bwari;Abuja (FCT);Bwari;-;-;NG-FC;NI11;;NG.FC.BW;15002
NG;Nigeria;EN;2;Local Government Areas;Calabar Municipal;Cross River;Calabar Municipal;-;-;NG-CR;NI22;;NG.CR.CM;09008
NG;Nigeria;EN;2;Local Government Areas;Calabar South;Cross River;Calabar South;-;-;NG-CR;NI22;;NG.CR.CS;09009
NG;Nigeria;EN;2;Local Government Areas;Chafe;Zamfara;Chafe;-;-;NG-ZA;NI57;;NG.ZA.TS;813
NG;Nigeria;EN;2;Local Government Areas;Chanchaga;Niger;Chanchaga;-;-;NG-NI;NI31;;NG.NI.CH;27006
NG;Nigeria;EN;2;Local Government Areas;Charanchi;Katsina;Charanchi;-;-;NG-KT;NI24;;NG.KT.CH;406
NG;Nigeria;EN;2;Local Government Areas;Chibok;Borno;Chibok;-;-;NG-BO;NI27;;NG.BO.CH;106
NG;Nigeria;EN;2;Local Government Areas;Chikun;Kaduna;Chikun;-;-;NG-KD;NI23;;NG.KD.CH;19002
NG;Nigeria;EN;2;Local Government Areas;Dala;Kano;Dala;-;-;NG-KN;NI29;;NG.KN.DL;20024
NG;Nigeria;EN;2;Local Government Areas;Damaturu;Yobe;Damaturu;-;-;NG-YO;NI44;;NG.YO.DA;703
NG;Nigeria;EN;2;Local Government Areas;Damban;Bauchi;Damban;-;-;NG-BA;NI46;;NG.BA.DB;05004
NG;Nigeria;EN;2;Local Government Areas;Dambatta;Kano;Dambatta;-;-;NG-KN;NI29;;NG.KN.DM;20023
NG;Nigeria;EN;2;Local Government Areas;Damboa;Borno;Damboa;-;-;NG-BO;NI27;;NG.BO.DA;107
NG;Nigeria;EN;2;Local Government Areas;Dandi;Kebbi;Dandi;-;-;NG-KE;NI40;;NG.KE.DA;508
NG;Nigeria;EN;2;Local Government Areas;Dandume;Katsina;Dandume;-;-;NG-KT;NI24;;NG.KT.DD;407
NG;Nigeria;EN;2;Local Government Areas;Dange Shuni;Sokoto;Dange Shuni;-;-;NG-SO;NI51;;NG.SO.DS;603
NG;Nigeria;EN;2;Local Government Areas;Danja;Katsina;Danja;-;-;NG-KT;NI24;;NG.KT.DJ;408
NG;Nigeria;EN;2;Local Government Areas;Dan Musa;Katsina;Dan Musa;-;-;NG-KT;NI24;;NG.KT.DM;409
NG;Nigeria;EN;2;Local Government Areas;Darazo;Bauchi;Darazo;-;-;NG-BA;NI46;;NG.BA.DZ;05005
NG;Nigeria;EN;2;Local Government Areas;Dass;Bauchi;Dass;-;-;NG-BA;NI46;;NG.BA.DS;05006
NG;Nigeria;EN;2;Local Government Areas;Daura;Katsina;Daura;-;-;NG-KT;NI24;;NG.KT.DR;410
NG;Nigeria;EN;2;Local Government Areas;Dawakin Kudu;Kano;Dawakin Kudu;-;-;NG-KN;NI29;;NG.KN.DK;20022
NG;Nigeria;EN;2;Local Government Areas;Dawakin Tofa;Kano;Dawakin Tofa;-;-;NG-KN;NI29;;NG.KN.DT;20021
NG;Nigeria;EN;2;Local Government Areas;Degema;Rivers;Degema;-;-;NG-RI;NI50;;NG.RI.DE;33008
NG;Nigeria;EN;2;Local Government Areas;Dekina;Kogi;Dekina;-;-;NG-KO;NI41;;NG.KO.DE;23005
NG;Nigeria;EN;2;Local Government Areas;Demsa;Adamawa;Demsa;-;-;NG-AD;NI35;;NG.AD.DE;02001
NG;Nigeria;EN;2;Local Government Areas;Dikwa;Borno;Dikwa;-;-;NG-BO;NI27;;NG.BO.DI;108
NG;Nigeria;EN;2;Local Government Areas;Doguwa;Kano;Doguwa;-;-;NG-KN;NI29;;NG.KN.DO;20020
NG;Nigeria;EN;2;Local Government Areas;Doma;Nasarawa;Doma;-;-;NG-NA;NI56;;NG.NA.DO;26003
NG;Nigeria;EN;2;Local Government Areas;Donga;Taraba;Donga;-;-;NG-TA;NI43;;NG.TA.DO;35003
NG;Nigeria;EN;2;Local Government Areas;Dukku;Gombe;Dukku;-;-;NG-GO;NI55;;NG.GO.DU;16004
NG;Nigeria;EN;2;Local Government Areas;Dunukofia;Anambra;Dunukofia;-;-;NG-AN;NI25;;NG.AN.DU;04008
NG;Nigeria;EN;2;Local Government Areas;Dutse;Jigawa;Dutse;-;-;NG-JI;NI39;;NG.JI.DU;18012
NG;Nigeria;EN;2;Local Government Areas;Dutsi;Katsina;Dutsi;-;-;NG-KT;NI24;;NG.KT.DU;411
NG;Nigeria;EN;2;Local Government Areas;Dutsin Ma;Katsina;Dutsin Ma;-;-;NG-KT;NI24;;NG.KT.DT;412
NG;Nigeria;EN;2;Local Government Areas;Eastern Obolo;Akwa Ibom;Eastern Obolo;-;-;NG-AK;NI21;;NG.AK.EO;03002
NG;Nigeria;EN;2;Local Government Areas;Ebonyi;Ebonyi;Ebonyi;-;-;NG-EB;NI53;;NG.EB.EB;11004
NG;Nigeria;EN;2;Local Government Areas;Edati;Niger;Edati;-;-;NG-NI;NI31;;NG.NI.ED;27007
NG;Nigeria;EN;2;Local Government Areas;Ede North;Osun;Ede North;-;-;NG-OS;NI42;;NG.OS.EN;30007
NG;Nigeria;EN;2;Local Government Areas;Ede South;Osun;Ede South;-;-;NG-OS;NI42;;NG.OS.ES;30008
NG;Nigeria;EN;2;Local Government Areas;Edu;Kwara;Edu;-;-;NG-KW;NI30;;NG.KW.ED;24003
NG;Nigeria;EN;2;Local Government Areas;Efon;Ekiti;Efon;-;-;NG-EK;NI54;;NG.EK.EF;13002
NG;Nigeria;EN;2;Local Government Areas;Egbeda;Oyo;Egbeda;-;-;NG-OY;NI32;;NG.OY.EG;31005
NG;Nigeria;EN;2;Local Government Areas;Egbedore;Osun;Egbedore;-;-;NG-OS;NI42;;NG.OS.EG;30009
NG;Nigeria;EN;2;Local Government Areas;Egor;Edo;Egor;-;-;NG-ED;NI37;;NG.ED.EG;12002
NG;Nigeria;EN;2;Local Government Areas;Ehime Mbano;Imo;Ehime Mbano;-;-;NG-IM;NI28;;NG.IM.EM;17003
NG;Nigeria;EN;2;Local Government Areas;Ejigbo;Osun;Ejigbo;-;-;NG-OS;NI42;;NG.OS.EJ;30010
