iso;country;language;level;type;name;region1;region2;region3;region4;iso2;fips;nuts;hasc;stat
NG;Nigeria;EN;2;Local Government Areas;Ogbia;Bayelsa;Ogbia;-;-;NG-BY;NI52;;NG.BY.OG;06005
NG;Nigeria;EN;2;Local Government Areas;Ogbomosho North;Oyo;Ogbomosho North;-;-;NG-OY;NI32;;NG.OY.ON;31021
NG;Nigeria;EN;2;Local Government Areas;Ogbomosho South;Oyo;Ogbomosho South;-;-;NG-OY;NI32;;NG.OY.OS;31022
NG;Nigeria;EN;2;Local Government Areas;Ogoja;Cross River;Ogoja;-;-;NG-CR;NI22;;NG.CR.OG;09016
NG;Nigeria;EN;2;Local Government Areas;Ogo Oluwa;Oyo;Ogo Oluwa;-;-;NG-OY;NI32;;NG.OY.OO;31023
NG;Nigeria;EN;2;Local Government Areas;Ogori/Magongo;Kogi;Ogori/Magongo;-;-;NG-KO;NI41;;NG.KO.OM;23015
NG;Nigeria;EN;2;Local Government Areas;Ogu-Bolo;Rivers;Ogu-Bolo;-;-;NG-RI;NI50;;NG.RI.OB;33017
NG;Nigeria;EN;2;Local Government Areas;Ogun Waterside;Ogun;Ogun Waterside;-;-;NG-OG;NI16;;NG.OG.OW;28018
NG;Nigeria;EN;2;Local Government Areas;Oguta;Imo;Oguta;-;-;NG-IM;NI28;;NG.IM.OG;17017
NG;Nigeria;EN;2;Local Government Areas;Ohafia;Abia;Ohafia;-;-;NG-AB;NI45;;NG.AB.OH;01010
NG;Nigeria;EN;2;Local Government Areas;Ohaji/Egbema;Imo;Ohaji/Egbema;-;-;NG-IM;NI28;;NG.IM.OJ;17018
NG;Nigeria;EN;2;Local Government Areas;Ohaozara;Ebonyi;Ohaozara;-;-;NG-EB;NI53;;NG.EB.OZ;11011
NG;Nigeria;EN;2;Local Government Areas;Ohaukwu;Ebonyi;Ohaukwu;-;-;NG-EB;NI53;;NG.EB.OK;11012
NG;Nigeria;EN;2;Local Government Areas;Ohimini;Benue;Ohimini;-;-;NG-BE;NI26;;NG.BE.OH;07016
NG;Nigeria;EN;2;Local Government Areas;Oji River;Enugu;Oji River;-;-;NG-EN;NI47;;NG.EN.OR;14014
NG;Nigeria;EN;2;Local Government Areas;Ojo;Lagos;Ojo;-;-;NG-LA;NI05;;NG.LA.OJ;25015
NG;Nigeria;EN;2;Local Government Areas;Oju;Benue;Oju;-;-;NG-BE;NI26;;NG.BE.OJ;07017
NG;Nigeria;EN;2;Local Government Areas;Oke Ero;Kwara;Oke Ero;-;-;NG-KW;NI30;;NG.KW.OO;24014
NG;Nigeria;EN;2;Local Government Areas;Okehi;Kogi;Okehi;-;-;NG-KO;NI41;;NG.KO.OH;23016
NG;Nigeria;EN;2;Local Government Areas;Okene;Kogi;Okene;-;-;NG-KO;NI41;;NG.KO.ON;23017
NG;Nigeria;EN;2;Local Government Areas;Okigwe;Imo;Okigwe;-;-;NG-IM;NI28;;NG.IM.OK;17019
NG;Nigeria;EN;2;Local Government Areas;Okitipupa;Ondo;Okitipupa;-;-;NG-ON;NI48;;NG.ON.OK;29014
NG;Nigeria;EN;2;Local Government Areas;Okobo;Akwa Ibom;Okobo;-;-;NG-AK;NI21;;NG.AK.OK;03023
NG;Nigeria;EN;2;Local Government Areas;Okpe;Delta;Okpe;-;-;NG-DE;NI36;;NG.DE.OK;10013
NG;Nigeria;EN;2;Local Government Areas;Okpokwu;Benue;Okpokwu;-;-;NG-BE;NI26;;NG.BE.OK;07018
NG;Nigeria;EN;2;Local Government Areas;Okrika;Rivers;Okrika;-;-;NG-RI;NI50;;NG.RI.OK;33018
NG;Nigeria;EN;2;Local Government Areas;Olamaboro;Kogi;Olamaboro;-;-;NG-KO;NI41;;NG.KO.OB;23018
NG;Nigeria;EN;2;Local Government Areas;Ola Oluwa;Osun;Ola Oluwa;-;-;NG-OS;NI42;;NG.OS.OL;30026
NG;Nigeria;EN;2;Local Government Areas;Olorunda;Osun;Olorunda;-;-;NG-OS;NI42;;NG.OS.ON;30027
NG;Nigeria;EN;2;Local Government Areas;Olorunsogo;Oyo;Olorunsogo;-;-;NG-OY;NI32;;NG.OY.OL;31024
NG;Nigeria;EN;2;Local Government Areas;Oluyole;Oyo;Oluyole;-;-;NG-OY;NI32;;NG.OY.OY;31025
NG;Nigeria;EN;2;Local Government Areas;Omala;Kogi;Omala;-;-;NG-KO;NI41;;NG.KO.OL;23019
NG;Nigeria;EN;2;Local Government Areas;Omuma;Rivers;Omuma;-;-;NG-RI;NI50;;NG.RI.OM;33019
NG;Nigeria;EN;2;Local Government Areas;Ona Ara;Oyo;Ona Ara;-;-;NG-OY;NI32;;NG.OY.OA;31026
NG;Nigeria;EN;2;Local Government Areas;Ondo East;Ondo;Ondo East;-;-;NG-ON;NI48;;NG.ON.OE;29015
NG;Nigeria;EN;2;Local Government Areas;Ondo West;Ondo;Ondo West;-;-;NG-ON;NI48;;NG.ON.OW;29016
NG;Nigeria;EN;2;Local Government Areas;Onicha;Ebonyi;Onicha;-;-;NG-EB;NI53;;NG.EB.ON;11013
NG;Nigeria;EN;2;Local Government Areas;Onitsha North;Anambra;Onitsha North;-;-;NG-AN;NI25;;NG.AN.ON;04017
NG;Nigeria;EN;2;Local Government Areas;Onitsha South;Anambra;Onitsha South;-;-;NG-AN;NI25;;NG.AN.OS;04018
NG;Nigeria;EN;2;Local Government Areas;Onna;Akwa Ibom;Onna;-;-;NG-AK;NI21;;NG.AK.ON;03024
NG;Nigeria;EN;2;Local Government Areas;Opobo/Nkoro;Rivers;Opobo/Nkoro;-;-;NG-RI;NI50;;NG.RI.ON;33020
NG;Nigeria;EN;2;Local Government Areas;Oredo;Edo;Oredo;-;-;NG-ED;NI37;;NG.ED.OR;12012
NG;Nigeria;EN;2;Local Government Areas;Orelope;Oyo;Orelope;-;-;NG-OY;NI32;;NG.OY.OR;31027
NG;Nigeria;EN;2;Local Government Areas;Orhionmwon;Edo;Orhionmwon;-;-;NG-ED;NI37;;NG.ED.OH;12013
NG;Nigeria;EN;2;Local Government Areas;Oriade;Osun;Oriade;-;-;NG-OS;NI42;;NG.OS.OD;30028
NG;Nigeria;EN;2;Local Government Areas;Ori Ire;Oyo;Ori Ire;-;-;NG-OY;NI32;;NG.OY.OI;31028
NG;Nigeria;EN;2;Local Government Areas;Orlu;Imo;Orlu;-;-;NG-IM;NI28;;NG.IM.OL;17020
NG;Nigeria;EN;2;Local Government Areas;Orolu;Osun;Orolu;-;-;NG-OS;NI42;;NG.OS.OR;30029
NG;Nigeria;EN;2;Local Government Areas;Oron;Akwa Ibom;Oron;-;-;NG-AK;NI21;;NG.AK.OR;03025
NG;Nigeria;EN;2;Local Government Areas;Orsu;Imo;Orsu;-;-;NG-IM;NI28;;NG.IM.OR;17021
NG;Nigeria;EN;2;Local Government Areas;Oru East;Imo;Oru East;-;-;NG-IM;NI28;;NG.IM.OE;17022
NG;Nigeria;EN;2;Local Government Areas;Oruk Anam;Akwa Ibom;Oruk Anam;-;-;NG-AK;NI21;;NG.AK.OA;03026
NG;Nigeria;EN;2;Local Government Areas;Orumba North;Anambra;Orumba North;-;-;NG-AN;NI25;;NG.AN.OR;04019
NG;Nigeria;EN;2;Local Government Areas;Orumba South;Anambra;Orumba South;-;-;NG-AN;NI25;;NG.AN.OB;04020
NG;Nigeria;EN;2;Local Government Areas;Oru West;Imo;Oru West;-;-;NG-IM;NI28;;NG.IM.OU;17023
NG;Nigeria;EN;2;Local Government Areas;Ose;Ondo;Ose;-;-;NG-ON;NI48;;NG.ON.OS;29017
NG;Nigeria;EN;2;Local Government Areas;Oshimili North;Delta;Oshimili North;-;-;NG-DE;NI36;;NG.DE.ON;10014
NG;Nigeria;EN;2;Local Government Areas;Oshimili South;Delta;Oshimili South;-;-;NG-DE;NI36;;NG.DE.OS;10015
NG;Nigeria;EN;2;Local Government Areas;Oshodi-Isolo;Lagos;Oshodi-Isolo;-;-;NG-LA;NI05;;NG.LA.OI;25016
NG;Nigeria;EN;2;Local Government Areas;Osisioma;Abia;Osisioma;-;-;NG-AB;NI45;;NG.AB.OS;01011
NG;Nigeria;EN;2;Local Government Areas;Osogbo;Osun;Osogbo;-;-;NG-OS;NI42;;NG.OS.OS;30030
NG;Nigeria;EN;2;Local Government Areas;Oturkpo;Benue;Oturkpo;-;-;NG-BE;NI26;;NG.BE.OT;07019
NG;Nigeria;EN;2;Local Government Areas;Ovia North-East;Edo;Ovia North-East;-;-;NG-ED;NI37;;NG.ED.ON;12014
NG;Nigeria;EN;2;Local Government Areas;Ovia South-West;Edo;Ovia South-West;-;-;NG-ED;NI37;;NG.ED.OS;12015
NG;Nigeria;EN;2;Local Government Areas;Owan East;Edo;Owan East;-;-;NG-ED;NI37;;NG.ED.OE;12016
NG;Nigeria;EN;2;Local Government Areas;Owan West;Edo;Owan West;-;-;NG-ED;NI37;;NG.ED.OW;12017
NG;Nigeria;EN;2;Local Government Areas;Owerri Municipal;Imo;Owerri Municipal;-;-;NG-IM;NI28;;NG.IM.OM;17024
NG;Nigeria;EN;2;Local Government Areas;Owerri North;Imo;Owerri North;-;-;NG-IM;NI28;;NG.IM.ON;17025
NG;Nigeria;EN;2;Local Government Areas;Owerri West;Imo;Owerri West;-;-;NG-IM;NI28;;NG.IM.OW;17026
NG;Nigeria;EN;2;Local Government Areas;Owo;Ondo;Owo;-;-;NG-ON;NI48;;NG.ON.OO;29018
NG;Nigeria;EN;2;Local Government Areas;Oye;Ekiti;Oye;-;-;NG-EK;NI54;;NG.EK.OY;13016
NG;Nigeria;EN;2;Local Government Areas;Oyi;Anambra;Oyi;-;-;NG-AN;NI25;;NG.AN.OY;04021
NG;Nigeria;EN;2;Local Government Areas;Oyigbo;Rivers;Oyigbo;-;-;NG-RI;NI50;;NG.RI.OY;33021
NG;Nigeria;EN;2;Local Government Areas;Oyo East;Oyo;Oyo East;-;-;NG-OY;NI32;;NG.OY.OE;31029
NG;Nigeria;EN;2;Local Government Areas;Oyo West;Oyo;Oyo West;-;-;NG-OY;NI32;;NG.OY.OW;31030
NG;Nigeria;EN;2;Local Government Areas;Oyun;Kwara;Oyun;-;-;NG-KW;NI30;;NG.KW.OY;24015
NG;Nigeria;EN;2;Local Government Areas;Paikoro;Niger;Paikoro;-;-;NG-NI;NI31;;NG.NI.PA;27019
NG;Nigeria;EN;2;Local Government Areas;Pankshin;Plateau;Pankshin;-;-;NG-PL;NI49;;NG.PL.PA;32013
NG;Nigeria;EN;2;Local Government Areas;Patani;Delta;Patani;-;-;NG-DE;NI36;;NG.DE.PA;10016
NG;Nigeria;EN;2;Local Government Areas;Pategi;Kwara;Pategi;-;-;NG-KW;NI30;;NG.KW.PA;24016
NG;Nigeria;EN;2;Local Government Areas;Port Harcourt;Rivers;Port Harcourt;-;-;NG-RI;NI50;;NG.RI.PH;33022
NG;Nigeria;EN;2;Local Government Areas;Potiskum;Yobe;Potiskum;-;-;NG-YO;NI44;;NG.YO.PO;714
NG;Nigeria;EN;2;Local Government Areas;Qua'an Pan;Plateau;Qua'an Pan;-;-;NG-PL;NI49;;NG.PL.QP;32014
NG;Nigeria;EN;2;Local Government Areas;Rabah;Sokoto;Rabah;-;-;NG-SO;NI51;;NG.SO.RA;612
NG;Nigeria;EN;2;Local Government Areas;Rafi;Niger;Rafi;-;-;NG-NI;NI31;;NG.NI.RA;27020
NG;Nigeria;EN;2;Local Government Areas;Rano;Kano;Rano;-;-;NG-KN;NI29;;NG.KN.RA;20014
NG;Nigeria;EN;2;Local Government Areas;Remo North;Ogun;Remo North;-;-;NG-OG;NI16;;NG.OG.RN;28019
NG;Nigeria;EN;2;Local Government Areas;Rijau;Niger;Rijau;-;-;NG-NI;NI31;;NG.NI.RI;27021
NG;Nigeria;EN;2;Local Government Areas;Rimi;Katsina;Rimi;-;-;NG-KT;NI24;;NG.KT.RI;430
NG;Nigeria;EN;2;Local Government Areas;Rimin Gado;Kano;Rimin Gado;-;-;NG-KN;NI29;;NG.KN.RG;20005
NG;Nigeria;EN;2;Local Government Areas;Ringim;Jigawa;Ringim;-;-;NG-JI;NI39;;NG.JI.RI;18020
NG;Nigeria;EN;2;Local Government Areas;Riyom;Plateau;Riyom;-;-;NG-PL;NI49;;NG.PL.RI;32015
NG;Nigeria;EN;2;Local Government Areas;Rogo;Kano;Rogo;-;-;NG-KN;NI29;;NG.KN.RO;20032
NG;Nigeria;EN;2;Local Government Areas;Roni;Jigawa;Roni;-;-;NG-JI;NI39;;NG.JI.RO;18015
NG;Nigeria;EN;2;Local Government Areas;Sabon Birni;Sokoto;Sabon Birni;-;-;NG-SO;NI51;;NG.SO.SB;613
NG;Nigeria;EN;2;Local Government Areas;Sabon Gari;Kaduna;Sabon Gari;-;-;NG-KD;NI23;;NG.KD.SG;19019
NG;Nigeria;EN;2;Local Government Areas;Sabuwa;Katsina;Sabuwa;-;-;NG-KT;NI24;;NG.KT.SB;431
NG;Nigeria;EN;2;Local Government Areas;Safana;Katsina;Safana;-;-;NG-KT;NI24;;NG.KT.SF;432
NG;Nigeria;EN;2;Local Government Areas;Sagamu;Ogun;Sagamu;-;-;NG-OG;NI16;;NG.OG.SH;28020
NG;Nigeria;EN;2;Local Government Areas;Sagbama;Bayelsa;Sagbama;-;-;NG-BY;NI52;;NG.BY.SA;06006
NG;Nigeria;EN;2;Local Government Areas;Sakaba;Kebbi;Sakaba;-;-;NG-KE;NI40;;NG.KE.SA;516
NG;Nigeria;EN;2;Local Government Areas;Saki East;Oyo;Saki East;-;-;NG-OY;NI32;;NG.OY.SE;31031
NG;Nigeria;EN;2;Local Government Areas;Saki West;Oyo;Saki West;-;-;NG-OY;NI32;;NG.OY.SW;31032
NG;Nigeria;EN;2;Local Government Areas;Sandamu;Katsina;Sandamu;-;-;NG-KT;NI24;;NG.KT.SN;433
NG;Nigeria;EN;2;Local Government Areas;Sanga;Kaduna;Sanga;-;-;NG-KD;NI23;;NG.KD.SA;19020
NG;Nigeria;EN;2;Local Government Areas;Sapele;Delta;Sapele;-;-;NG-DE;NI36;;NG.DE.SA;10017
NG;Nigeria;EN;2;Local Government Areas;Sardauna;Taraba;Sardauna;-;-;NG-TA;NI43;;NG.TA.SA;35011
NG;Nigeria;EN;2;Local Government Areas;Shagari;Sokoto;Shagari;-;-;NG-SO;NI51;;NG.SO.SH;614
NG;Nigeria;EN;2;Local Government Areas;Shanga;Kebbi;Shanga;-;-;NG-KE;NI40;;NG.KE.SH;517
NG;Nigeria;EN;2;Local Government Areas;Shani;Borno;Shani;-;-;NG-BO;NI27;;NG.BO.SH;127
NG;Nigeria;EN;2;Local Government Areas;Shanono;Kano;Shanono;-;-;NG-KN;NI29;;NG.KN.SH;20013
NG;Nigeria;EN;2;Local Government Areas;Shelleng;Adamawa;Shelleng;-;-;NG-AD;NI35;;NG.AD.SH;02017
NG;Nigeria;EN;2;Local Government Areas;Shendam;Plateau;Shendam;-;-;NG-PL;NI49;;NG.PL.SH;32016
NG;Nigeria;EN;2;Local Government Areas;Shinkafi;Zamfara;Shinkafi;-;-;NG-ZA;NI57;;NG.ZA.SH;811
NG;Nigeria;EN;2;Local Government Areas;Shira;Bauchi;Shira;-;-;NG-BA;NI46;;NG.BA.SH;05016
NG;Nigeria;EN;2;Local Government Areas;Shiroro;Niger;Shiroro;-;-;NG-NI;NI31;;NG.NI.SH;27022
NG;Nigeria;EN;2;Local Government Areas;Shomolu;Lagos;Shomolu;-;-;NG-LA;NI05;;NG.LA.SH;25017
NG;Nigeria;EN;2;Local Government Areas;Shongom;Gombe;Shongom;-;-;NG-GO;NI55;;NG.GO.SH;16010
NG;Nigeria;EN;2;Local Government Areas;Silame;Sokoto;Silame;-;-;NG-SO;NI51;;NG.SO.SI;615
NG;Nigeria;EN;2;Local Government Areas;Soba;Kaduna;Soba;-;-;NG-KD;NI23;;NG.KD.SO;19021
NG;Nigeria;EN;2;Local Government Areas;Sokoto North;Sokoto;Sokoto North;-;-;NG-SO;NI51;;NG.SO.SN;616
NG;Nigeria;EN;2;Local Government Areas;Sokoto South;Sokoto;Sokoto South;-;-;NG-SO;NI51;;NG.SO.SS;617
NG;Nigeria;EN;2;Local Government Areas;Song;Adamawa;Song;-;-;NG-AD;NI35;;NG.AD.SO;02018
NG;Nigeria;EN;2;Local Government Areas;Southern Ijaw;Bayelsa;Southern Ijaw;-;-;NG-BY;NI52;;NG.BY.SI;06007
NG;Nigeria;EN;2;Local Government Areas;Suleja;Niger;Suleja;-;-;NG-NI;NI31;;NG.NI.SU;27023
NG;Nigeria;EN;2;Local Government Areas;Sule Tankarkar;Jigawa;Sule Tankarkar;-;-;NG-JI;NI39;;NG.JI.ST;18030
NG;Nigeria;EN;2;Local Government Areas;Sumaila;Kano;Sumaila;-;-;NG-KN;NI29;;NG.KN.SU;20011
NG;Nigeria;EN;2;Local Government Areas;Suru;Kebbi;Suru;-;-;NG-KE;NI40;;NG.KE.SU;518
NG;Nigeria;EN;2;Local Government Areas;Surulere;Oyo;Surulere;-;-;NG-OY;NI32;;NG.OY.SU;31033
NG;Nigeria;EN;2;Local Government Areas;Surulere;Lagos;Surulere;-;-;NG-LA;NI05;;NG.LA.SU;25018
NG;Nigeria;EN;2;Local Government Areas;Tafa;Niger;Tafa;-;-;NG-NI;NI31;;NG.NI.TA;27024
NG;Nigeria;EN;2;Local Government Areas;Tafawa Balewa;Bauchi;Tafawa Balewa;-;-;NG-BA;NI46;;NG.BA.TB;05017
NG;Nigeria;EN;2;Local Government Areas;Tai;Rivers;Tai;-;-;NG-RI;NI50;;NG.RI.TA;33023
NG;Nigeria;EN;2;Local Government Areas;Takai;Kano;Takai;-;-;NG-KN;NI29;;NG.KN.TK;20002
NG;Nigeria;EN;2;Local Government Areas;Takum;Taraba;Takum;-;-;NG-TA;NI43;;NG.TA.TA;35012
NG;Nigeria;EN;2;Local Government Areas;Talata Mafara;Zamfara;Talata Mafara;-;-;NG-ZA;NI57;;NG.ZA.TM;812
NG;Nigeria;EN;2;Local Government Areas;Tambuwal;Sokoto;Tambuwal;-;-;NG-SO;NI51;;NG.SO.TW;618
NG;Nigeria;EN;2;Local Government Areas;Tangaza;Sokoto;Tangaza;-;-;NG-SO;NI51;;NG.SO.TZ;619
NG;Nigeria;EN;2;Local Government Areas;Tarauni;Kano;Tarauni;-;-;NG-KN;NI29;;NG.KN.TR;20001
NG;Nigeria;EN;2;Local Government Areas;Tarka;Benue;Tarka;-;-;NG-BE;NI26;;NG.BE.TA;07020
NG;Nigeria;EN;2;Local Government Areas;Tarmuwa;Yobe;Tarmuwa;-;-;NG-YO;NI44;;NG.YO.TA;715
NG;Nigeria;EN;2;Local Government Areas;Taura;Jigawa;Taura;-;-;NG-JI;NI39;;NG.JI.TA;18002
NG;Nigeria;EN;2;Local Government Areas;Tofa;Kano;Tofa;-;-;NG-KN;NI29;;NG.KN.TO;20015
NG;Nigeria;EN;2;Local Government Areas;Toro;Bauchi;Toro;-;-;NG-BA;NI46;;NG.BA.TO;05018
NG;Nigeria;EN;2;Local Government Areas;Toto;Nasarawa;Toto;-;-;NG-NA;NI56;;NG.NA.TO;26012
NG;Nigeria;EN;2;Local Government Areas;Toungo;Adamawa;Toungo;-;-;NG-AD;NI35;;NG.AD.TE;02019
NG;Nigeria;EN;2;Local Government Areas;Tsanyawa;Kano;Tsanyawa;-;-;NG-KN;NI29;;NG.KN.TS;20008
NG;Nigeria;EN;2;Local Government Areas;Tudun Wada;Kano;Tudun Wada;-;-;NG-KN;NI29;;NG.KN.TW;20029
NG;Nigeria;EN;2;Local Government Areas;Tureta;Sokoto;Tureta;-;-;NG-SO;NI51;;NG.SO.TT;620
NG;Nigeria;EN;2;Local Government Areas;Udenu;Enugu;Udenu;-;-;NG-EN;NI47;;NG.EN.UN;14015
NG;Nigeria;EN;2;Local Government Areas;Udi;Enugu;Udi;-;-;NG-EN;NI47;;NG.EN.UD;14016
NG;Nigeria;EN;2;Local Government Areas;Udu;Delta;Udu;-;-;NG-DE;NI36;;NG.DE.UD;10018
NG;Nigeria;EN;2;Local Government Areas;Udung-Uko;Akwa Ibom;Udung-Uko;-;-;NG-AK;NI21;;NG.AK.UU;03027
NG;Nigeria;EN;2;Local Government Areas;Ughelli North;Delta;Ughelli North;-;-;NG-DE;NI36;;NG.DE.UN;10019
NG;Nigeria;EN;2;Local Government Areas;Ughelli South;Delta;Ughelli South;-;-;NG-DE;NI36;;NG.DE.US;10020
NG;Nigeria;EN;2;Local Government Areas;Ugwunagbo;Abia;Ugwunagbo;-;-;NG-AB;NI45;;NG.AB.UG;01012
NG;Nigeria;EN;2;Local Government Areas;Uhunmwonde;Edo;Uhunmwonde;-;-;NG-ED;NI37;;NG.ED.UH;12018
NG;Nigeria;EN;2;Local Government Areas;Ukanafun;Akwa Ibom;Ukanafun;-;-;NG-AK;NI21;;NG.AK.UK;03028
NG;Nigeria;EN;2;Local Government Areas;Ukum;Benue;Ukum;-;-;NG-BE;NI26;;NG.BE.UK;07021
NG;Nigeria;EN;2;Local Government Areas;Ukwa East;Abia;Ukwa East;-;-;NG-AB;NI45;;NG.AB.UE;01013
NG;Nigeria;EN;2;Local Government Areas;Ukwa West;Abia;Ukwa West;-;-;NG-AB;NI45;;NG.AB.UW;01014
NG;Nigeria;EN;2;Local Government Areas;Ukwuani;Delta;Ukwuani;-;-;NG-DE;NI36;;NG.DE.UK;10021
NG;Nigeria;EN;2;Local Government Areas;Umuahia North;Abia;Umuahia North;-;-;NG-AB;NI45;;NG.AB.UN;01016
NG;Nigeria;EN;2;Local Government Areas;Umuahia South;Abia;Umuahia South;-;-;NG-AB;NI45;;NG.AB.US;01017
NG;Nigeria;EN;2;Local Government Areas;Umu Nneochi;Abia;Umu Nneochi;-;-;NG-AB;NI45;;NG.AB.UM;01015
NG;Nigeria;EN;2;Local Government Areas;Ungogo;Kano;Ungogo;-;-;NG-KN;NI29;;NG.KN.UN;20018
NG;Nigeria;EN;2;Local Government Areas;Unuimo;Imo;Unuimo;-;-;NG-IM;NI28;;NG.IM.UN;17027
NG;Nigeria;EN;2;Local Government Areas;Uruan;Akwa Ibom;Uruan;-;-;NG-AK;NI21;;NG.AK.UR;03029
NG;Nigeria;EN;2;Local Government Areas;Urue-Offong/Oruko;Akwa Ibom;Urue-Offong/Oruko;-;-;NG-AK;NI21;;NG.AK.UO;03030
NG;Nigeria;EN;2;Local Government Areas;Ushongo;Benue;Ushongo;-;-;NG-BE;NI26;;NG.BE.US;07022
NG;Nigeria;EN;2;Local Government Areas;Ussa;Taraba;Ussa;-;-;NG-TA;NI43;;NG.TA.US;35013
NG;Nigeria;EN;2;Local Government Areas;Uvwie;Delta;Uvwie;-;-;NG-DE;NI36;;NG.DE.UV;10022
NG;Nigeria;EN;2;Local Government Areas;Uyo;Akwa Ibom;Uyo;-;-;NG-AK;NI21;;NG.AK.UY;03031
NG;Nigeria;EN;2;Local Government Areas;Uzo Uwani;Enugu;Uzo Uwani;-;-;NG-EN;NI47;;NG.EN.UU;14017
NG;Nigeria;EN;2;Local Government Areas;Vandeikya;Benue;Vandeikya;-;-;NG-BE;NI26;;NG.BE.VA;07023
NG;Nigeria;EN;2;Local Government Areas;Wamako;Sokoto;Wamako;-;-;NG-SO;NI51;;NG.SO.WA;621
NG;Nigeria;EN;2;Local Government Areas;Wamba;Nasarawa;Wamba;-;-;NG-NA;NI56;;NG.NA.WA;26013
NG;Nigeria;EN;2;Local Government Areas;Warawa;Kano;Warawa;-;-;NG-KN;NI29;;NG.KN.WA;20019
NG;Nigeria;EN;2;Local Government Areas;Warji;Bauchi;Warji;-;-;NG-BA;NI46;;NG.BA.WA;05019
NG;Nigeria;EN;2;Local Government Areas;Warri North;Delta;Warri North;-;-;NG-DE;NI36;;NG.DE.WN;10023
NG;Nigeria;EN;2;Local Government Areas;Warri South;Delta;Warri South;-;-;NG-DE;NI36;;NG.DE.WS;10024
NG;Nigeria;EN;2;Local Government Areas;Warri South West;Delta;Warri South West;-;-;NG-DE;NI36;;NG.DE.WW;10025
NG;Nigeria;EN;2;Local Government Areas;Wasagu-Danko;Kebbi;Wasagu-Danko;-;-;NG-KE;NI40;;NG.KE.WD;519
NG;Nigeria;EN;2;Local Government Areas;Wase;Plateau;Wase;-;-;NG-PL;NI49;;NG.PL.WA;32017
NG;Nigeria;EN;2;Local Government Areas;Wudil;Kano;Wudil;-;-;NG-KN;NI29;;NG.KN.WU;20027
NG;Nigeria;EN;2;Local Government Areas;Wukari;Taraba;Wukari;-;-;NG-TA;NI43;;NG.TA.WU;35014
NG;Nigeria;EN;2;Local Government Areas;Wurno;Sokoto;Wurno;-;-;NG-SO;NI51;;NG.SO.WU;622
NG;Nigeria;EN;2;Local Government Areas;Wushishi;Niger;Wushishi;-;-;NG-NI;NI31;;NG.NI.WU;27025
NG;Nigeria;EN;2;Local Government Areas;Yabo;Sokoto;Yabo;-;-;NG-SO;NI51;;NG.SO.YA;623
NG;Nigeria;EN;2;Local Government Areas;Yagba East;Kogi;Yagba East;-;-;NG-KO;NI41;;NG.KO.YE;23020
NG;Nigeria;EN;2;Local Government Areas;Yagba West;Kogi;Yagba West;-;-;NG-KO;NI41;;NG.KO.YW;23021
NG;Nigeria;EN;2;Local Government Areas;Yakuur;Cross River;Yakuur;-;-;NG-CR;NI22;;NG.CR.YK;09017
NG;Nigeria;EN;2;Local Government Areas;Yala;Cross River;Yala;-;-;NG-CR;NI22;;NG.CR.YL;09018
NG;Nigeria;EN;2;Local Government Areas;Yamaltu/Deba;Gombe;Yamaltu/Deba;-;-;NG-GO;NI55;;NG.GO.YD;16011
NG;Nigeria;EN;2;Local Government Areas;Yankwashi;Jigawa;Yankwashi;-;-;NG-JI;NI39;;NG.JI.YA;18019
NG;Nigeria;EN;2;Local Government Areas;Yauri;Kebbi;Yauri;-;-;NG-KE;NI40;;NG.KE.YA;520
NG;Nigeria;EN;2;Local Government Areas;Yenagoa;Bayelsa;Yenagoa;-;-;NG-BY;NI52;;NG.BY.YE;06008
NG;Nigeria;EN;2;Local Government Areas;Yewa North;Ogun;Yewa North;-;-;NG-OG;NI16;;NG.OG.EN;28004
NG;Nigeria;EN;2;Local Government Areas;Yewa South;Ogun;Yewa South;-;-;NG-OG;NI16;;NG.OG.ES;28005
NG;Nigeria;EN;2;Local Government Areas;Yola North;Adamawa;Yola North;-;-;NG-AD;NI35;;NG.AD.YN;02020
NG;Nigeria;EN;2;Local Government Areas;Yola South;Adamawa;Yola South;-;-;NG-AD;NI35;;NG.AD.YS;02021
NG;Nigeria;EN;2;Local Government Areas;Yorro;Taraba;Yorro;-;-;NG-TA;NI43;;NG.TA.YO;35015
NG;Nigeria;EN;2;Local Government Areas;Yunusari;Yobe;Yunusari;-;-;NG-YO;NI44;;NG.YO.YN;716
NG;Nigeria;EN;2;Local Government Areas;Yusufari;Yobe;Yusufari;-;-;NG-YO;NI44;;NG.YO.YF;717
NG;Nigeria;EN;2;Local Government Areas;Zaki;Bauchi;Zaki;-;-;NG-BA;NI46;;NG.BA.ZA;05020
NG;Nigeria;EN;2;Local Government Areas;Zango;Katsina;Zango;-;-;NG-KT;NI24;;NG.KT.ZA;434
NG;Nigeria;EN;2;Local Government Areas;Zangon Kataf;Kaduna;Zangon Kataf;-;-;NG-KD;NI23;;NG.KD.ZK;19022
NG;Nigeria;EN;2;Local Government Areas;Zaria;Kaduna;Zaria;-;-;NG-KD;NI23;;NG.KD.ZA;19023
NG;Nigeria;EN;2;Local Government Areas;Zing;Taraba;Zing;-;-;NG-TA;NI43;;NG.TA.ZI;35016
NG;Nigeria;EN;2;Local Government Areas;Zurmi;Zamfara;Zurmi;-;-;NG-ZA;NI57;;NG.ZA.ZU;814
